Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
75095679000149-1-000354/2025,75095679000149-1-000354-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90041/2025,"Aquisição de máquinas lavadoras de louças industriais de alto volume, incluindo acessórios, instalação, configuração, treinamento e assistência técnica, para atender às necessidades dos Restaurantes Universitários da Universidade Federal do Paraná.",15307905900412025000.zip,SEI_8009339_Edital_Pregao_Eletronico_90.041_2025.pdf; RelacaoItens15307905900412025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/354/arquivos/1,Ativo,"Lava-Louças (R$ 599.692,83)"
75095679000149-1-000390/2023,75095679000149-1-000390-2023.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 00441/2023,"Contratação de empresa especializada na prestação de serviços de produção e fornecimento de refeições (almoço e jantar), para atender às necessidades do Restaurante Universitário da Universidade Federal do Paraná localizado na cidade de Jandaia do Sul-PR.",Anexos+Termos+de+Referencia+e+Dispensa.zip,SEI_UFPR - 5871957 - Termo de Referência.pdf; SEI_UFPR - 5880047 - Contrataç╞o Direta_ Termo de Dispensa de Licitaç╞o.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2023/390/arquivos/1,Ativo,"Refeições Industriais - Preparo / Distribuição (R$ 289.850,00); Refeições Industriais - Preparo / Distribuição (R$ 245.520,00)"
75095679000149-1-000410/2024,75095679000149-1-000410-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90066/2024,Contratação de empresa para execução de obra de reforma dos sistemas de Segurança Contra Incêndio e Pânico para o Restaurante Universitário do Campus Jardim Botânico da Universidade Federal do Paraná.,15307905900662024001.zip,Edital e Anexos PE N 90.066.2024.zip; Edital e Anexos PE N 90.066.2024.zip/Edital e Anexos PE Nº 90.066.2024/Acesso aos Anexos A a F do TR do Edital.docx; Edital e Anexos PE N 90.066.2024.zip/Edital e Anexos PE Nº 90.066.2024/SEI_6910640_Edital_Pregao_Eletronico_N__90.066_2024.pdf; RelacaoItens15307905900662024001.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/410/arquivos/2,Ativo,"Manutenção / Reforma Predial (R$ 947.317,50)"
75095679000149-1-000434/2025,75095679000149-1-000434-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 573/2025,"Aquisição de embalagens descartáveis para alimentos (marmitas e potes plásticos com tampa), para atender as necessidades da Coordenadoria dos Restaurantes Universitários da UFPR",SEI_8131337_UACD__TR_Aquisicoes.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/434/arquivos/2,Ativo,"Marmita Descartável material: isopor, formato: redondo, tamanho: nº 9, características adicionais: sem divisória. com tampa, capacidade: 1.100 Marmita descartável em isopor, com tampa, sem divisória. Capacidade mínima 1.100 ml. Pacote com 100 unidades. (R$ 16.552,25); Pote Alimentos material: plástico, capacidade: 250, características adicionais: descartável, com tampa, plástico resistente, atóxi, aplicação: acondicionamento de alimentos Pote plástico transparente com tampa. Capacidade 250ml. Atóxico, para acondicionamento de alimentos. Pacote com 100 unidades. (R$ 12.779,25)"
75095679000149-1-000434/2025,75095679000149-1-000434-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 573/2025,"Aquisição de embalagens descartáveis para alimentos (marmitas e potes plásticos com tampa), para atender as necessidades da Coordenadoria dos Restaurantes Universitários da UFPR",SEI_8160056_Contratacao_Direta__Aviso_de_Dispensa_Eletronica+90200.2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/434/arquivos/1,Ativo,"Marmita Descartável material: isopor, formato: redondo, tamanho: nº 9, características adicionais: sem divisória. com tampa, capacidade: 1.100 Marmita descartável em isopor, com tampa, sem divisória. Capacidade mínima 1.100 ml. Pacote com 100 unidades. (R$ 16.552,25); Pote Alimentos material: plástico, capacidade: 250, características adicionais: descartável, com tampa, plástico resistente, atóxi, aplicação: acondicionamento de alimentos Pote plástico transparente com tampa. Capacidade 250ml. Atóxico, para acondicionamento de alimentos. Pacote com 100 unidades. (R$ 12.779,25)"
75095679000149-1-000444/2024,75095679000149-1-000444-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 279/2024,"Contratação de empresa especializada para o fornecimento de gás natural canalizado, para atender as necessidades do Restaurante Universitário Central.",SEI_UFPR+-+6715842+-+Contratacao+Direta_+Termo+de+Inexigib+de+Licitacao.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/444/arquivos/1,Ativo,"Fornecimento de Gás Canalizado Fornecimento de Gás Canalizado (R$ 441.771,30)"
75095679000149-1-000475/2025,75095679000149-1-000475-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 613/2025,"Contratação de serviços de reforma , limpeza e manutenção de caldeiras para atendimento de necessidades do Restaurante Universitário Central, Politécnico e Botânico da Universidade Federal do Paraná",SEI_8163514_UACD__TR_Servicos.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/475/arquivos/2,Ativo,"Manutenção de Caldeiras e Estufas Manutenção de Caldeiras e Estufas A retirada e entrega dos equipamentos: RU Central - à Rua Amintas de Barros, s/n; RU Centro Politécnico, na Avenida Cel. Francisco H. dos Santos, 100; e RU Jardim Botânico, na Av. Prefeito Lothário Meissner, 623 - Jardim Botânico. (R$ 34.310,00)"
75095679000149-1-000475/2025,75095679000149-1-000475-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 613/2025,"Contratação de serviços de reforma , limpeza e manutenção de caldeiras para atendimento de necessidades do Restaurante Universitário Central, Politécnico e Botânico da Universidade Federal do Paraná",SEI_8207998_Contratacao_Direta__Aviso_de_Dispensa_Eletronica+613.2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/475/arquivos/1,Ativo,"Manutenção de Caldeiras e Estufas Manutenção de Caldeiras e Estufas A retirada e entrega dos equipamentos: RU Central - à Rua Amintas de Barros, s/n; RU Centro Politécnico, na Avenida Cel. Francisco H. dos Santos, 100; e RU Jardim Botânico, na Av. Prefeito Lothário Meissner, 623 - Jardim Botânico. (R$ 34.310,00)"
75095679000149-1-000503/2024,75095679000149-1-000503-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90075/2024,"Contratação de empresa especializada na prestação de serviços continuados de produção e fornecimento de refeições (café da manhã, almoço e jantar) para atender a comunidade acadêmica da Universidade Federal do Paraná em Curitiba/PR, nos Restaurantes Universitários localizados nos campi Central, Centro Politécnico, Jardim Botânico e Agrárias.",15307905900752024002.zip,"Edital e Anexos.zip; Edital e Anexos.zip/Edital e Anexos/; Edital e Anexos.zip/Edital e Anexos/Anexo A1 - Planta baixa RU - Politécnico.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo A2 - Planta baixa RU - Botânico.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo A3 - Planta baixa RU - Central.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo A4 - Planta baixa RU - Agrárias.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo B - Lista de equipamentos em comodato.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo C - Valores praticados no Restaurante Universitário.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo D - Cardápio Rotativo do Restaurante Universitário.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo E - Porção mínima pronta de pratos proteicos, sobremesas elaboradas e frutas a ser ofertada no Restaurante Universitário.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo F - Frequência mensal de carnes e preparações elaboradas.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo G - Modelo de Pesquisa de Satisfação.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo H - Instrumento de Medição de Resultados.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo I - Lista de verificação de boas práticas.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo J - Memória de Cálculo da (Lista de verificação em boas práticas).pdf; Edital e Anexos.zip/Edital e Anexos/Anexo K1 - Modelo de termo de vistoria.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo K2 - Modelo de assunção de responsabilidade.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo M - Matriz de Alocação de Riscos.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo N - Manual para cálculo de custo do consumo de água e de energia elétrica pelos Restaurantes Universitários da UFPR.pdf; Edital e Anexos.zip/Edital e Anexos/Anexo_L___Planilha_formacao_de_custos_Curitiba.xlsx; Edital e Anexos.zip/Edital e Anexos/SEI_UFPR - 7132894 - Edital.pdf; RelacaoItens15307905900752024002.pdf",https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/503/arquivos/3,Ativo,"Refeições Industriais - Preparo / Distribuição (R$ 3.803.800,00); Refeições Industriais - Preparo / Distribuição (R$ 58.712.500,00)"
75095679000149-1-000810/2024,75095679000149-1-000810-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 90413/2024,"O objeto da presente dispensa é a escolha da proposta mais vantajosa para a contratação por dispensa de licitação de serviços de manutenção corretiva do telhado do Restaurante Universitário (RU) do Setor Palotina da Universidade Federal do Paraná (UFPR), conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta e seus anexos. Executar serviços de instalação e manutenção de calhas, telhas e sistemas de vedação.",Aviso+de+Dispensa+Eletronica+n+90.413_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/810/arquivos/1,Ativo,"Construção / Manutenção / Reforma - Telhado (R$ 74.013,50)"
75095679000149-1-000841/2024,75095679000149-1-000841-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90106/2024,"Contratação de empresa especializada na prestação de serviços continuados de produção e fornecimento de refeições (café da manhã, almoço e jantar) para atender a comunidade acadêmica da Universidade Federal do Paraná em Curitiba/PR, nos Restaurantes Universitários localizados nos campi Central, Centro Politécnico, Jardim Botânico e Agrárias.",15307905901062024001.zip,"Edital Pregao 901062024.zip; Edital Pregao 901062024.zip/Edital Pregão 901062024/; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo A1 - Planta baixa RU - Politécnico.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo A2 - Planta baixa RU - Botânico.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo A3 - Planta baixa RU - Central.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo A4 - Planta baixa RU - Agrárias.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo B - Lista de equipamentos em comodato.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo C - Valores praticados no Restaurante Universitário.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo D - Cardápio Rotativo do Restaurante Universitário.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo E - Porção mínima pronta de pratos proteicos, sobremesas elaboradas e frutas a ser ofertada no Restaurante Universitário.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo F - Frequência mensal de carnes e preparações elaboradas.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo G - Modelo de Pesquisa de Satisfação.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo H - Instrumento de Medição de Resultados.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo I - Lista de verificação de boas práticas.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo J - Memória de Cálculo da (Lista de verificação em boas práticas).pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo K1 - Modelo de termo de vistoria.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo K2 - Modelo de assunção de responsabilidade.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo M - Matriz de Alocação de Riscos.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo N - Manual para cálculo de custo do consumo de água e de energia elétrica pelos Restaurantes Universitários da UFPR.pdf; Edital Pregao 901062024.zip/Edital Pregão 901062024/Anexo_L___Planilha_formacao_de_custos_Curitiba.xlsx; Edital Pregao 901062024.zip/Edital Pregão 901062024/SEI_UFPR - 7202744 - Edital.pdf; RelacaoItens15307905901062024001.pdf",https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/841/arquivos/2,Ativo,"Refeições Industriais - Preparo / Distribuição (R$ 3.803.800,00); Refeições Industriais - Preparo / Distribuição (R$ 58.712.500,00)"
75095679000149-1-001010/2024,75095679000149-1-001010-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90113/2024,Contratação de empresa para execução de obra de reforma da cobertura da sala de Administração do Restaurante Universitário da Universidade Federal do Paraná.,15307905901132024000.zip,Edital e Anexos PE 90113.2024.zip; Edital e Anexos PE 90113.2024.zip/Edital e Anexos PE 90113.2024/Acesso aos Anexos do Termo de Referência do Edital.docx; Edital e Anexos PE 90113.2024.zip/Edital e Anexos PE 90113.2024/SEI_UFPR - 7315530 - Edital.pdf; RelacaoItens15307905901132024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/1010/arquivos/1,Ativo,"Manutenção / Reforma Predial (R$ 372.071,89)"
07777800000162-1-000019/2024,07777800000162-1-000019-2024.md,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Edital de Chamamento Público nº 12/2024,"Este instrumento de chamamento se destina a tornar público o interesse da UFRB em locar imóvel, para atender as demandas de funcionamento de unidade de restaurante universitário do Centro de Artes Humanidades e Letras / CAHL",Anexo+IV+Caderno+especificacoes.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/07777800000162/compras/2024/19/arquivos/2,Ativo,"Locação Sala / Auditório Locação Sala / Auditório (R$ 9.999,00)"
07777800000162-1-000019/2024,07777800000162-1-000019-2024.md,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Edital de Chamamento Público nº 12/2024,"Este instrumento de chamamento se destina a tornar público o interesse da UFRB em locar imóvel, para atender as demandas de funcionamento de unidade de restaurante universitário do Centro de Artes Humanidades e Letras / CAHL",Edital+e+anexos+I+ao+II.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/07777800000162/compras/2024/19/arquivos/1,Ativo,"Locação Sala / Auditório Locação Sala / Auditório (R$ 9.999,00)"
07777800000162-1-000027/2023,07777800000162-1-000027-2023.md,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Aviso de Contratação Direta nº 00073/2023,Aquisição de balizador de fila para organizar o espaço e o fluxo de pessoas no Restaurante Universitário da UFRB Em Cruz das Almas-BA,Avisode_Dispensa_Eletrnica_732023__assinado.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/07777800000162/compras/2023/27/arquivos/1,Ativo,"Balizador fila (R$ 5.654,25)"
07777800000162-1-000033/2024,07777800000162-1-000033-2024.md,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Ato que autoriza a Contratação Direta nº 19/2024,"Inexigibilidade referente ao Credenciamento Público n.° 12/2024, pertinente ao interesse da UFRB em locar imóvel, para atender as demandas de funcionamento de unidade de restaurante universitário do Centro de Artes Humanidades e Letras / CAHL",ata_chamamento_publico_02-2024_1-1-2.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/07777800000162/compras/2024/33/arquivos/1,Ativo,"Locação Sala / Auditório Locação Sala / Auditório (R$ 9.999,00)"
07777800000162-1-000033/2024,07777800000162-1-000033-2024.md,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Ato que autoriza a Contratação Direta nº 19/2024,"Inexigibilidade referente ao Credenciamento Público n.° 12/2024, pertinente ao interesse da UFRB em locar imóvel, para atender as demandas de funcionamento de unidade de restaurante universitário do Centro de Artes Humanidades e Letras / CAHL",ETP19_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/07777800000162/compras/2024/33/arquivos/2,Ativo,"Locação Sala / Auditório Locação Sala / Auditório (R$ 9.999,00)"
33663683000116-1-000032/2024,33663683000116-1-000032-2024.md,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Edital nº 90002/2024,"Registro de preços para eventual contratação de serviços fornecimento de refeições individuais prontas e transportadas, já embaladas, por meio da operacionalização e desenvolvimento de todas as atividades envolvidas na produção, transporte e distribuição de refeições prontas para consumo, para a Unidade de Alimentação e Nutrição (UAN), doravante denominada Restaurante Universitário (RU) do Polo Universitário do Campus Macaé da Universidade Federal do Rio de Janeiro (UFRJ).",15311505900022024000.zip,PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf.zip; PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf.zip/PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf/PE-02-2024-SRP-RU-MACAE-ANEXO-II-MTC.pdf.pdf; PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf.zip/PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf/PE-02-2024-SRP-RU-MACAE-ANEXO-IV-ARP.pdf.pdf; PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf.zip/PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf/PE-02-2024-SRP-RU-MACAE-EDITAL.pdf; PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf.zip/PE-02-2024-SRP-RU-MACAE-HAB-COMPL-E-AMPLA-PART.pdf/PE-02-2024-SRP-SERV-RU-MACAE-ANEXO-I-TR.pdf.pdf; RelacaoItens15311505900022024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/33663683000116/compras/2024/32/arquivos/1,Ativo,"Fornecimento de refeições / lanches / salgados / doces (R$ 3.060.288,00); Fornecimento de refeições / lanches / salgados / doces (R$ 1.749.000,00)"
33663683000116-1-000148/2024,33663683000116-1-000148-2024.md,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Ato que autoriza a Contratação Direta nº 78/2024,"Contratação emergencial de serviços de fornecimento de refeições individuais prontas e transportadas, já embaladas, por meio da operacionalização e desenvolvimento de todas as atividades envolvidas na produção, transporte e distribuição de refeições prontas para consumo, para a Unidade de Alimentação e Nutrição (UAN), doravante denominada Restaurante Universitário (RU) do Polo Universitário do Campus Macaé da Universidade Federal do Rio de Janeiro (UFRJ).",36%2F2023.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/33663683000116/compras/2024/148/arquivos/2,Ativo,"Fornecimento de Refeições / Lanches / Salgados / Doces Recebimento e distribuição de ALMOÇO – refeições individuais prontas e transportadas no Restaurante Universitário do Polo Universitário do Campus de Macaé situado na Av. Aluízio da Silva Gomes nº 50 – Macaé – RJ. (R$ 2.975.940,00); Fornecimento de Refeições / Lanches / Salgados / Doces Recebimento e distribuição de JANTAR – refeições individuais prontas e transportadas no Restaurante Universitário do Polo Universitário do Campus de Macaé situado na Av. Aluízio da Silva Gomes nº 50 – Macaé – RJ. (R$ 1.696.200,00)"
