Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
18715615000160-1-000046/2023,18715615000160-1-000046-2023.md,ESTADO DE MINAS GERAIS,Edital nº 00001/2023,"Contratação de Empresa Especializada para Prestação de Serviço com Fornecimento de Material, para Reforma e Ampliação da Escola Municipal Maria Goulart",98428703000012023000.zip,Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart assinado.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/01 - Anexo I - Projeto Básico - Reforma Maria Goulart_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/02 - Anexo II - Minuta do Contrato.docx; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/03 - Anexo III - Planilha Orçamentária_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/04 - Anexo IV - Memorial de Cálculo_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/05 - Anexo V - Cronograma Físico-Financeiro_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/06 - Anexo VI - Quadro de Cotações_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/07 - Anexo VII - Quadro de Composições_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/08 - Anexo VIII - Modelo do BDI Proposto_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/09 - Dados do Projeto_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/ART - Escola Municipal Maria Goulart MG20221557761_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/CRONOGRAMA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULART PALCO_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/CRONOGRAMA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULART REFORMA_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/CRONOGRAMA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULAR_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Detalhe Tesouras Salas.jpg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Cálculo Estrutural Ampliações de Palco 2.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Cálculo Estrutural Ampliações de Palco1.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Cálculo Estrutural Ampliações de Salas 1.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Cálculo Estrutural Ampliações de Salas 2.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Esgotamento Sanitário.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Indicativos de Construção e Demolição.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Instalações de Água Fria.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Projeto de Instalações Elétricas.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - PROJETO PCI - AVCB.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Telhado Ampliações de Salas.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Folha A1 - Telhado Palco.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Perspectiva Telhado Palco.jpg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Perspectiva telhado salas.jpg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Perspectiva trama Palco.jpg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Perspectiva trama Salas.jpg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/PLANILHA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULART PALCO_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/PLANILHA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULART REFORMA_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/PLANILHA DE SERVIÇOS SEEMG - CONVÊNIO MARIA GOULART SALAS_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/PLANTA BAIXA - ESCOLA M.MARIA GOULART.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/Thumbs.db; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.35 (1).jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.35.jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.36.jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.37 (1).jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.37.jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.38 (1).jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.38.jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.39 (1).jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/10 - Anexo X - PROJETOS.zip/10 - Anexo X - PROJETOS/WhatsApp Image 2022-09-30 at 10.12.39.jpeg; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/11 - Anexo XI - Memorial Descritivo_compressed.pdf; Edital - Concorrencia 001-2023 - Reforma Escola Maria Goulart.zip/12 - Anexo XII - Modelo de Apresentação da Proposta.docx; RelacaoItens98428703000012023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/18715615000160/compras/2023/46/arquivos/1,Ativo,"Obras civis de edificações residenciais e comerciais (R$ 2.102.131,48)"
18715615000160-1-000086/2023,18715615000160-1-000086-2023.md,ESTADO DE MINAS GERAIS,Edital nº 00001/2023,"Contratação de empresa especializada em engenharia para execução das obras de reforma da nova sede da ARISB-MG,compreendida a totalidade das etapas de obras,serviços e instalações necessárias,sob inteira responsabilidade do contratado até sua entrega ao contratante em condições de entrada em operação,com características adequadas às finalidades para as quais foi contratado e atendidos os requisitos técnicos e legais para sua utilização com segurança estrutural e operaciocional",92929503000012023000.zip,Edital NovaSede.pdf; RelacaoItens92929503000012023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/18715615000160/compras/2023/86/arquivos/1,Ativo,"Obras civis de edificações residenciais e comerciais (R$ 2.205.217,72)"
18715615000160-1-000118/2023,18715615000160-1-000118-2023.md,ESTADO DE MINAS GERAIS,Edital nº 00001/2023,"Contratação de empresa para execução de projeto de pavimentação de estrada vicinal deste município de Cristais/MG, de acordo com o Convênio 913255/2021 e Operação 1077663-35/2021 do Ministério da Agricultura e Pecuária",98440303000012023000.zip,1_merged_compressed.pdf; RelacaoItens98440303000012023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/18715615000160/compras/2023/118/arquivos/1,Ativo,"Obras Civis de Pavimentação Asfáltica (R$ 383.851,40)"
18715615000160-1-000184/2023,18715615000160-1-000184-2023.md,ESTADO DE MINAS GERAIS,Edital nº 00004/2023,"Contratação de Empresa Especializada para Prestação de Serviço com Fornecimento de Material, para Adequação das Edificações do Auditório Municipal, Escola Municipal Santo Antônio e Secretarias de Educação, Cultura e Turismo, Conforme Instruções Técnicas do Corpo de Bombeiros do Estado de Minas Gerais",98428703000042023000.zip,"Concorrencia 004-2023 - Adequacao Santo Antonio.zip; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/Edital - Concorrência 004-2023 - Reforma Santo Antônio.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/01 - Anexo 01 - Projeto Básico.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/02 - Anexo II - Minuta do Contrato.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/03 - Anexo III - Planilha Orçamentária.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/04 - Anexo IV - Memorial de Cálculo.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/05 - Anexo V - Cronograma Físico-Financeiro.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/06 - Anexo VI - Quadro de Cotações.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/07 - Anexo VII - Quadro de Composições.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/08 - Anexo VIII - Modelo de Composição do BDI.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/09 - Anexo IX - Dados do Projeto.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/Bombeiros_Teatro_Carmo13.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/Bombeiros_Teatro_Carmo23.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/Bombeiros_Teatro_Carmo_Plano.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/Bombeiros_Teatro_DETALHES33.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/10 - Anexo X - Projeto Executivo.zip/PROJETOS PSCIP - AUDITÓRIO, DEEC, ESCOLA ST. ANTÔNIO/memorial_calculo_ameg_Carmo_C.pdf; Concorrencia 004-2023 - Adequacao Santo Antonio.zip/11 - Anexo XI - Modelo de Apresentação da Proposta.docx; RelacaoItens98428703000042023000.pdf",https://pncp.gov.br/pncp-api/v1/orgaos/18715615000160/compras/2023/184/arquivos/1,Ativo,"Obras civis de recuperação estrutural - tratamento e prote-ção de armaduras e superfícies de concreto (R$ 495.525,61)"
10571982000125-1-000015/2023,10571982000125-1-000015-2023.md,ESTADO DE PERNAMBUCO,Edital nº 00001/2023,"Contratação de empresa especializada, sob o regime de concessão onerosa, para implantação, operação e gestão do sistema de Estacionamento Rotativo Eletrônico Pago nas vias e logradouros públicos do Município de Belo Jardim",98233303000012023000.zip,para publicacao.zip; para publicacao.zip/para publicação/; para publicacao.zip/para publicação/11 Edital PE.docx; para publicacao.zip/para publicação/11 Edital PE.pdf; para publicacao.zip/para publicação/11.2 - Minuta do Contrato.docx; para publicacao.zip/para publicação/11.2 - Minuta do Contrato.pdf; para publicacao.zip/para publicação/3. Termo de Referência Zona Azul.docx; para publicacao.zip/para publicação/3. Termo de Referência Zona Azul.pdf; para publicacao.zip/para publicação/3.1 ETP Estacionamento Rotativo.docx; para publicacao.zip/para publicação/3.1 ETP Estacionamento Rotativo.pdf; para publicacao.zip/para publicação/3.1.1 PLanilha Custos da Adm - Estudo de Viabilidade.pdf; para publicacao.zip/para publicação/3.1.1 PLanilha Custos da Adm - Estudo de Viabilidade.xlsx; para publicacao.zip/para publicação/3.2 Matriz de Riscos.docx; para publicacao.zip/para publicação/3.2 Matriz de Riscos.pdf; RelacaoItens98233303000012023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/10571982000125/compras/2023/15/arquivos/1,Ativo,"Concessão de serviço público (R$ 15.101.856,00)"
10571982000125-1-000018/2023,10571982000125-1-000018-2023.md,ESTADO DE PERNAMBUCO,Edital nº 00002/2023,"Construção de estrutura da estátua de representação do Cristo, no distrito de Serra do Vento, Belo Jardim-PE",98233303000022023000.zip,para publicacao.rar; RelacaoItens98233303000022023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/10571982000125/compras/2023/18/arquivos/1,Ativo,"Obras Civis Públicas ( Construção ) (R$ 314.468,40)"
10571982000125-1-000039/2023,10571982000125-1-000039-2023.md,ESTADO DE PERNAMBUCO,Edital nº 00003/2023,"Contratação de empresa especializada para ampliação da Avenida São João, no Município de Belo Jardim-PE, conforme condições, quantidades e exigências estabelecidas.",98233303000032023000.zip,Para Publicacao.zip; Para Publicacao.zip/TERRAPLENAGEM.pdf; Para Publicacao.zip/3. Termo de Referência - Sv comum engenharia.docx; Para Publicacao.zip/3. Termo de Referência - Sv comum engenharia.pdf; Para Publicacao.zip/3.1 ETP.pdf; Para Publicacao.zip/3.2 Matriz de Riscos.docx; Para Publicacao.zip/3.2 Matriz de Riscos.pdf; Para Publicacao.zip/11 Edital PE minuta.pdf; Para Publicacao.zip/11.2 - Minuta do Contrato novo L14133 .pdf; Para Publicacao.zip/12 - ESPECIFICAÇÕES.rar; Para Publicacao.zip/ART.pdf; Para Publicacao.zip/BDI.pdf; Para Publicacao.zip/Cronograma.pdf; Para Publicacao.zip/DRENAGEM.pdf; Para Publicacao.zip/ESPCIFICAÇÕES TECNICAS Ampliação Av São João.pdf; Para Publicacao.zip/LOCALIZAÇÃO.pdf; Para Publicacao.zip/Orçamento Analítico.pdf; Para Publicacao.zip/Orçamento Sintético.pdf; Para Publicacao.zip/P.GEOMÉTRICO.pdf; Para Publicacao.zip/PAVIMENTAÇÃO.pdf; Para Publicacao.zip/SEÇÃO TRANSVERSAL.pdf; Para Publicacao.zip/SINALIZAÇÃO.pdf; Para Publicacao.zip/SITUAÇÃO.pdf; RelacaoItens98233303000032023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/10571982000125/compras/2023/39/arquivos/1,Ativo,"Obras civis de pavimentação asfáltica (R$ 1.730.061,19)"
82951229000176-1-000034/2023,82951229000176-1-000034-2023.md,ESTADO DE SANTA CATARINA,Edital nº 00129/2023,"Contratação de empresa de Engenharia para a Reconstrução da Ponte da Estrada Quiriri, sobre o Rio Cubatão, em Pirabeiraba.",45323003001292023000.zip,Edital 1292023.zip; Edital 1292023.zip/Comprasnet/00 Edital.pdf; Edital 1292023.zip/Comprasnet/Anexo III - Cronograma.pdf; Edital 1292023.zip/Comprasnet/Anexo III - Memorial Descritivo.pdf; Edital 1292023.zip/Comprasnet/Anexo III - Planilha Analítica.pdf; Edital 1292023.zip/Comprasnet/Anexo III - Planilha Sintética.pdf; Edital 1292023.zip/Comprasnet/Anexo III - Projeto Executivo.pdf; RelacaoItens45323003001292023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/82951229000176/compras/2023/34/arquivos/1,Ativo,"Obras civis de pontes e viadutos - concreto (R$ 4.502.907,69)"
82951229000176-1-000063/2023,82951229000176-1-000063-2023.md,ESTADO DE SANTA CATARINA,Edital nº 00143/2023,Contratação de empresa de engenharia para reforma da superestrutura através da substituição de madeira por concreto armado pré-fabricado da Ponte do Pico (João Fleith) sobre o rio Cubatão do Norte.,45323003001432023000.zip,Edital 1432023 e Anexos.zip; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/00 Edital.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Cronograma Físico-Financeiro.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Declaraç╞o de Atividade N╞o Constante.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Memorial Descritivo.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Planilha Orçamentária Analítica.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Planilha Orçamentária Sintética e Demonstraç╞o de BDI.pdf; Edital 1432023 e Anexos.zip/Edital 1432023 e Anexos/Anexo III - Projeto Executivo.pdf; RelacaoItens45323003001432023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/82951229000176/compras/2023/63/arquivos/1,Ativo,"Obras civis de pontes e viadutos - concreto (R$ 703.885,27)"
82951229000176-1-000064/2023,82951229000176-1-000064-2023.md,ESTADO DE SANTA CATARINA,Edital nº 00096/2023,Requalificação do Centreventos e Entorno.,45323003000962023000.zip,Edital.pdf; RelacaoItens45323003000962023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/82951229000176/compras/2023/64/arquivos/1,Ativo,"Obras civis de edificação prediais (R$ 1.710.859,76)"
82951229000176-1-000098/2023,82951229000176-1-000098-2023.md,ESTADO DE SANTA CATARINA,Edital nº 00144/2023,Contratação de empresa para a reforma e ampliação do Centro de Saúde da Agronômica.,98810503001442023000.zip,Edital Concorrencia Eletronica 144_2023.docx; RelacaoItens98810503001442023000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/82951229000176/compras/2023/98/arquivos/1,Ativo,"Manutenção / Reforma Predial (R$ 4.558.335,50)"
